rightarmx;rightarmy;rightarmz;rightarmw;rightforearmx;rightforearmy;rightforearmz;rightforearmw;righthandx;righthandy;righthandz;righthandw
0,2431726;-0,1079303;-0,4700128;0,8416092;-7,295397E-08;-0,1396879;2,090987E-07;0,9901956;-0,3372372;0,1124342;-0,005368647;0,9346662
0,2431726;-0,1079303;-0,4700128;0,8416092;-7,295397E-08;-0,1396879;2,090987E-07;0,9901956;-0,3372372;0,1124342;-0,005368647;0,9346662
0,2431726;-0,1079303;-0,4700128;0,8416092;-7,295397E-08;-0,1396879;2,090987E-07;0,9901956;-0,3372372;0,1124342;-0,005368647;0,9346662
0,2437844;-0,1104892;-0,4700414;0,8410841;1,522837E-08;-0,1388871;1,987451E-07;0,9903082;-0,3369175;0,1122533;-0,004480938;0,9348079
0,2437844;-0,1104892;-0,4700414;0,8410841;1,522837E-08;-0,1388871;1,987451E-07;0,9903082;-0,3369175;0,1122533;-0,004480938;0,9348079
0,2437844;-0,1104892;-0,4700414;0,8410841;1,522837E-08;-0,1388871;1,987451E-07;0,9903082;-0,3369175;0,1122533;-0,004480938;0,9348079
0,2437844;-0,1104892;-0,4700414;0,8410841;1,522837E-08;-0,1388871;1,987451E-07;0,9903082;-0,3369175;0,1122533;-0,004480938;0,9348079
0,2437844;-0,1104892;-0,4700414;0,8410841;1,522837E-08;-0,1388871;1,987451E-07;0,9903082;-0,3369175;0,1122533;-0,004480938;0,9348079
0,3087878;-0,1320915;-0,4424435;0,8315321;4,199927E-08;-0,2002234;-1,223599E-07;0,9797503;-0,3221195;0,1456573;-0,01511861;0,9353045
0,3087878;-0,1320915;-0,4424435;0,8315321;4,199927E-08;-0,2002234;-1,223599E-07;0,9797503;-0,3221195;0,1456573;-0,01511861;0,9353045
0,3087878;-0,1320915;-0,4424435;0,8315321;4,199927E-08;-0,2002234;-1,223599E-07;0,9797503;-0,3221195;0,1456573;-0,01511861;0,9353045
0,3087878;-0,1320915;-0,4424435;0,8315321;4,199927E-08;-0,2002234;-1,223599E-07;0,9797503;-0,3221195;0,1456573;-0,01511861;0,9353045
0,3087878;-0,1320915;-0,4424435;0,8315321;4,199927E-08;-0,2002234;-1,223599E-07;0,9797503;-0,3221195;0,1456573;-0,01511861;0,9353045
0,1265969;-0,09507187;-0,143062;0,9769688;2,613816E-08;-0,8601567;1,357568E-09;0,51003;-0,03654258;0,2021594;-0,3353502;0,9194218
0,1265969;-0,09507187;-0,143062;0,9769688;2,613816E-08;-0,8601567;1,357568E-09;0,51003;-0,03654258;0,2021594;-0,3353502;0,9194218
0,1265969;-0,09507187;-0,143062;0,9769688;2,613816E-08;-0,8601567;1,357568E-09;0,51003;-0,03654258;0,2021594;-0,3353502;0,9194218
0,1265969;-0,09507187;-0,143062;0,9769688;2,613816E-08;-0,8601567;1,357568E-09;0,51003;-0,03654258;0,2021594;-0,3353502;0,9194218
0,1265969;-0,09507187;-0,143062;0,9769688;2,613816E-08;-0,8601567;1,357568E-09;0,51003;-0,03654258;0,2021594;-0,3353502;0,9194218
-0,3964118;-0,1809468;-0,07934859;0,89656;1,951234E-08;-0,8395334;-6,900037E-08;0,5433081;0,2934146;-0,1166946;0,2623922;0,9118336
-0,3964118;-0,1809468;-0,07934859;0,89656;1,951234E-08;-0,8395334;-6,900037E-08;0,5433081;0,2934146;-0,1166946;0,2623922;0,9118336
-0,3964118;-0,1809468;-0,07934859;0,89656;1,951234E-08;-0,8395334;-6,900037E-08;0,5433081;0,2934146;-0,1166946;0,2623922;0,9118336
-0,3964118;-0,1809468;-0,07934859;0,89656;1,951234E-08;-0,8395334;-6,900037E-08;0,5433081;0,2934146;-0,1166946;0,2623922;0,9118336
-0,3964118;-0,1809468;-0,07934859;0,89656;1,951234E-08;-0,8395334;-6,900037E-08;0,5433081;0,2934146;-0,1166946;0,2623922;0,9118336
-0,395853;-0,2198728;-0,1001517;0,8859605;-1,568641E-07;-0,8257738;-2,295132E-07;0,5640014;0,1029021;-0,0703157;0,3028913;0,9448406
-0,395853;-0,2198728;-0,1001517;0,8859605;-1,568641E-07;-0,8257738;-2,295132E-07;0,5640014;0,1029021;-0,0703157;0,3028913;0,9448406
-0,395853;-0,2198728;-0,1001517;0,8859605;-1,568641E-07;-0,8257738;-2,295132E-07;0,5640014;0,1029021;-0,0703157;0,3028913;0,9448406
-0,395853;-0,2198728;-0,1001517;0,8859605;-1,568641E-07;-0,8257738;-2,295132E-07;0,5640014;0,1029021;-0,0703157;0,3028913;0,9448406
-0,395853;-0,2198728;-0,1001517;0,8859605;-1,568641E-07;-0,8257738;-2,295132E-07;0,5640014;0,1029021;-0,0703157;0,3028913;0,9448406
-0,3987533;-0,19919;-0,1236283;0,8865863;-2,953636E-08;-0,8712388;1,542577E-08;0,4908594;-0,0318866;0,2411292;0,3651521;0,8986122
-0,3987533;-0,19919;-0,1236283;0,8865863;-2,953636E-08;-0,8712388;1,542577E-08;0,4908594;-0,0318866;0,2411292;0,3651521;0,8986122
-0,3987533;-0,19919;-0,1236283;0,8865863;-2,953636E-08;-0,8712388;1,542577E-08;0,4908594;-0,0318866;0,2411292;0,3651521;0,8986122
-0,3987533;-0,19919;-0,1236283;0,8865863;-2,953636E-08;-0,8712388;1,542577E-08;0,4908594;-0,0318866;0,2411292;0,3651521;0,8986122
-0,3987533;-0,19919;-0,1236283;0,8865863;-2,953636E-08;-0,8712388;1,542577E-08;0,4908594;-0,0318866;0,2411292;0,3651521;0,8986122
-0,4112797;-0,1693374;-0,1327956;0,8857422;-9,345262E-08;-0,9018098;1,847731E-08;0,4321333;0,08003388;-0,007861952;0,128296;0,98847
-0,4112797;-0,1693374;-0,1327956;0,8857422;-9,345262E-08;-0,9018098;1,847731E-08;0,4321333;0,08003388;-0,007861952;0,128296;0,98847
-0,4112797;-0,1693374;-0,1327956;0,8857422;-9,345262E-08;-0,9018098;1,847731E-08;0,4321333;0,08003388;-0,007861952;0,128296;0,98847
-0,4112797;-0,1693374;-0,1327956;0,8857422;-9,345262E-08;-0,9018098;1,847731E-08;0,4321333;0,08003388;-0,007861952;0,128296;0,98847
-0,4112797;-0,1693374;-0,1327956;0,8857422;-9,345262E-08;-0,9018098;1,847731E-08;0,4321333;0,08003388;-0,007861952;0,128296;0,98847
-0,412353;-0,1469993;-0,1408393;0,8879867;-9,883411E-08;-0,8811513;2,524311E-07;0,4728344;-0,1061455;0,06972694;0,1815738;0,9751422
-0,412353;-0,1469993;-0,1408393;0,8879867;-9,883411E-08;-0,8811513;2,524311E-07;0,4728344;-0,1061455;0,06972694;0,1815738;0,9751422
-0,412353;-0,1469993;-0,1408393;0,8879867;-9,883411E-08;-0,8811513;2,524311E-07;0,4728344;-0,1061455;0,06972694;0,1815738;0,9751422
-0,412353;-0,1469993;-0,1408393;0,8879867;-9,883411E-08;-0,8811513;2,524311E-07;0,4728344;-0,1061455;0,06972694;0,1815738;0,9751422
-0,412353;-0,1469993;-0,1408393;0,8879867;-9,883411E-08;-0,8811513;2,524311E-07;0,4728344;-0,1061455;0,06972694;0,1815738;0,9751422
-0,3928722;-0,1454789;-0,1406976;0,897046;-1,099507E-07;-0,886815;-5,33965E-08;0,4621246;-0,009920524;-0,2165114;0,1870529;0,9581418
-0,3928722;-0,1454789;-0,1406976;0,897046;-1,099507E-07;-0,886815;-5,33965E-08;0,4621246;-0,009920524;-0,2165114;0,1870529;0,9581418
-0,3928722;-0,1454789;-0,1406976;0,897046;-1,099507E-07;-0,886815;-5,33965E-08;0,4621246;-0,009920524;-0,2165114;0,1870529;0,9581418
-0,3928722;-0,1454789;-0,1406976;0,897046;-1,099507E-07;-0,886815;-5,33965E-08;0,4621246;-0,009920524;-0,2165114;0,1870529;0,9581418
-0,3928722;-0,1454789;-0,1406976;0,897046;-1,099507E-07;-0,886815;-5,33965E-08;0,4621246;-0,009920524;-0,2165114;0,1870529;0,9581418
-0,1311694;-0,02404711;-0,1039349;0,9856033;-8,343016E-09;-0,9354627;-3,872728E-08;0,3534256;-0,2615663;-0,2942839;-0,06254375;0,9170978
-0,1311694;-0,02404711;-0,1039349;0,9856033;-8,343016E-09;-0,9354627;-3,872728E-08;0,3534256;-0,2615663;-0,2942839;-0,06254375;0,9170978
-0,1311694;-0,02404711;-0,1039349;0,9856033;-8,343016E-09;-0,9354627;-3,872728E-08;0,3534256;-0,2615663;-0,2942839;-0,06254375;0,9170978
-0,1311694;-0,02404711;-0,1039349;0,9856033;-8,343016E-09;-0,9354627;-3,872728E-08;0,3534256;-0,2615663;-0,2942839;-0,06254375;0,9170978
-0,1311694;-0,02404711;-0,1039349;0,9856033;-8,343016E-09;-0,9354627;-3,872728E-08;0,3534256;-0,2615663;-0,2942839;-0,06254375;0,9170978
0,2144215;0,1284149;-0,3895899;0,886427;-1,368654E-06;-0,6584269;-1,194082E-06;0,7526448;0,1232178;0,2711943;-0,2162481;0,9297892
0,2144215;0,1284149;-0,3895899;0,886427;-1,368654E-06;-0,6584269;-1,194082E-06;0,7526448;0,1232178;0,2711943;-0,2162481;0,9297892
0,2144215;0,1284149;-0,3895899;0,886427;-1,368654E-06;-0,6584269;-1,194082E-06;0,7526448;0,1232178;0,2711943;-0,2162481;0,9297892
0,2144215;0,1284149;-0,3895899;0,886427;-1,368654E-06;-0,6584269;-1,194082E-06;0,7526448;0,1232178;0,2711943;-0,2162481;0,9297892
0,2144215;0,1284149;-0,3895899;0,886427;-1,368654E-06;-0,6584269;-1,194082E-06;0,7526448;0,1232178;0,2711943;-0,2162481;0,9297892
0,2182269;-0,04921564;-0,4724048;0,852519;-4,388334E-08;-0,0947732;-3,931967E-08;0,9954989;-0,1527622;0,09702609;-0,06788852;0,9811426
0,2182269;-0,04921564;-0,4724048;0,852519;-4,388334E-08;-0,0947732;-3,931967E-08;0,9954989;-0,1527622;0,09702609;-0,06788852;0,9811426
0,2182269;-0,04921564;-0,4724048;0,852519;-4,388334E-08;-0,0947732;-3,931967E-08;0,9954989;-0,1527622;0,09702609;-0,06788852;0,9811426
0,2182269;-0,04921564;-0,4724048;0,852519;-4,388334E-08;-0,0947732;-3,931967E-08;0,9954989;-0,1527622;0,09702609;-0,06788852;0,9811426
0,2182269;-0,04921564;-0,4724048;0,852519;-4,388334E-08;-0,0947732;-3,931967E-08;0,9954989;-0,1527622;0,09702609;-0,06788852;0,9811426
0,243487;-0,07939108;-0,4680214;0,8457938;5,516767E-08;-0,1639762;-7,575164E-08;0,9864643;-0,257393;0,1084313;-0,005888814;0,9601859
0,243487;-0,07939108;-0,4680214;0,8457938;5,516767E-08;-0,1639762;-7,575164E-08;0,9864643;-0,257393;0,1084313;-0,005888814;0,9601859
0,243487;-0,07939108;-0,4680214;0,8457938;5,516767E-08;-0,1639762;-7,575164E-08;0,9864643;-0,257393;0,1084313;-0,005888814;0,9601859
0,243487;-0,07939108;-0,4680214;0,8457938;5,516767E-08;-0,1639762;-7,575164E-08;0,9864643;-0,257393;0,1084313;-0,005888814;0,9601859
0,243487;-0,07939108;-0,4680214;0,8457938;5,516767E-08;-0,1639762;-7,575164E-08;0,9864643;-0,257393;0,1084313;-0,005888814;0,9601859
